,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11
13.5570,"[0.8663255617883607, 0.1500675951370824, 0.5708693824901452, 0.7362733347437243, 0.6817993548394276]","[1.0972397662069135, 0.13010007148908886, 0.7362733347437243, 0.8141530050958569, 0.7769294050743042]","[1.2226816916346812, 0.11164286498644634, 0.8141530050958569, 0.8670886677795372, 0.8404646199687397]","[1.3001000804215452, 0.0976417455496777, 0.8670886677795372, 0.9121388741487771, 0.8891383601747624]","[1.3661887159020005, 0.11293026293696018, 0.9121388741487771, 0.9494361023404173, 0.9307179627292503]","[1.4226043290717771, 0.10495335037599747, 0.9494361023404173, 0.9871819681488424, 0.9679368707087114]","[1.4830301481478212, 0.10592173295355624, 0.9871819681488424, 1.0282957858054471, 1.0082453177856905]","[1.5447892954550968, 0.10602437011437428, 1.0282957858054471, 1.0684227632549863, 1.0491282247182567]","[1.5993466389676785, 0.10908748210617433, 1.0684227632549863, 1.116473152411545, 1.0900023556875749]","[1.6453492421505935, 0.09234550822728187, 1.116473152411545, 1.1785237985594343, 1.1446227560316624]","[1.7637641483506685, 0.13768712073964612, 1.1785237985594343, 1.2806685058099792, 1.2269363666756006]","[1.9122706176795718, 0.14052831997003168, 1.2806685058099792, 1.9760842014782771, 1.4116271182783184]"
13.2210,"[0.9278346839942441, 0.16253427953248525, 0.5653971172282738, 0.7316072453686617, 0.6769680513815471]","[1.162215657608057, 0.13629543845674605, 0.7316072453686617, 0.8103173062931516, 0.7731160560840369]","[1.2902284288635966, 0.1073587749932513, 0.8103173062931516, 0.8646635188443232, 0.8376490787800152]","[1.3743249777763613, 0.10531192620823299, 0.8646635188443232, 0.909552495290406, 0.8870212354312438]","[1.4350590620359218, 0.1152863783656586, 0.909552495290406, 0.9481908005959321, 0.9293369290143526]","[1.4988835862451182, 0.11608510840038726, 0.9481908005959321, 0.987076297458294, 0.9672976460639483]","[1.5615442874533147, 0.12280512403942992, 0.987076297458294, 1.029003374808394, 1.0082840790314456]","[1.6138028577268886, 0.11374880351525993, 1.029003374808394, 1.0693280251512929, 1.049829825987843]","[1.6691303607127685, 0.11093277711039039, 1.0693280251512929, 1.1182503628436382, 1.0913698140166932]","[1.7191064453002443, 0.1049290872856728, 1.1182503628436382, 1.1812565902132675, 1.147185188125947]","[1.8331362802720517, 0.1429394157935377, 1.1812565902132675, 1.2860483749151246, 1.2306516791433877]","[2.001446472172593, 0.16201018812095236, 1.2860483749151246, 1.994642444827154, 1.4191919525870875]"
12.9030,"[0.9807971499695081, 0.1594885339381066, 0.5601313225420012, 0.7272008636115415, 0.6723447962012165]","[1.2160256638884253, 0.132755307282031, 0.7272008636115415, 0.8066800826524931, 0.7694432208298386]","[1.3491749689641395, 0.10319553973061912, 0.8066800826524931, 0.8614735882479558, 0.8349128142403149]","[1.4355958106583842, 0.10421117568024538, 0.8614735882479558, 0.9070212549569644, 0.8850023763407219]","[1.4936677819796391, 0.10815153550021755, 0.9070212549569644, 0.948132987355018, 0.9280313898345524]","[1.555770682021649, 0.10762591244887078, 0.948132987355018, 0.9866412234006706, 0.9666643313005827]","[1.6174176638699003, 0.11561505936907794, 0.9866412234006706, 1.0294085380074443, 1.0082739340849092]","[1.6738409115380133, 0.11408121458340209, 1.0294085380074443, 1.0703716789002105, 1.0505243046041213]","[1.7304596229935885, 0.11707059422634153, 1.0703716789002105, 1.1197722686099831, 1.0926964339866585]","[1.7799176858164787, 0.10385575805606316, 1.1197722686099831, 1.1843879259395105, 1.1496116929572489]","[1.893734934234049, 0.14248719482796418, 1.1843879259395105, 1.291203897524959, 1.234193525541957]","[2.0666790686563967, 0.17615893865235602, 1.291203897524959, 2.0091550011987795, 1.426222418723834]"
12.6030,"[1.030843396212222, 0.15963879769294023, 0.5550456953270235, 0.7233032160145562, 0.6679163324739821]","[1.2714622220794525, 0.12950798477817294, 0.7233032160145562, 0.8034468544743543, 0.7659157700416026]","[1.4035837400970905, 0.10561137553834093, 0.8034468544743543, 0.8584807129070643, 0.8322930147223079]","[1.4872507599123959, 0.1012823271492533, 0.8584807129070643, 0.9056352955381708, 0.8830660986760714]","[1.5514203306493568, 0.1061974082641838, 0.9056352955381708, 0.9468585701654233, 0.9267525633564563]","[1.6080683709057484, 0.1065465686271181, 0.9468585701654233, 0.9857429727757984, 0.9660941834023632]","[1.6708496097422316, 0.11177932470160643, 0.9857429727757984, 1.0299241603218456, 1.0082935334065406]","[1.7359090821507668, 0.1185713561273036, 1.0299241603218456, 1.0715380115033315, 1.0512283775199727]","[1.7895398159047888, 0.11685154426647736, 1.0715380115033315, 1.121320138923362, 1.093994859393283]","[1.8344066840959588, 0.10829865037178206, 1.121320138923362, 1.1876316496108899, 1.1519502828896608]","[1.9505025955675324, 0.162454163425177, 1.1876316496108899, 1.2956599801729973, 1.2376886132232512]","[2.1274213730166256, 0.1777470383101173, 1.2956599801729973, 2.029239176859912, 1.4332486178742656]"
12.3180,"[1.0800604592188856, 0.16251872042887872, 0.550098853317943, 0.7199284427675643, 0.6636726613377479]","[1.331068882561165, 0.14503030722692187, 0.7199284427675643, 0.8007778460122863, 0.7625316557403811]","[1.464741346016063, 0.1225524706797141, 0.8007778460122863, 0.8562670703228497, 0.8297764664593936]","[1.54537439350891, 0.1078362988836621, 0.8562670703228497, 0.9039592674215365, 0.8812105633078902]","[1.605413058292495, 0.11253742668521849, 0.9039592674215365, 0.9462675016379705, 0.9255375862286107]","[1.6644962277561608, 0.11510097025314367, 0.9462675016379705, 0.9857127071596257, 0.9656058895883106]","[1.7231468451744525, 0.10926092685786565, 0.9857127071596257, 1.0308120842173583, 1.0083317245323025]","[1.7820140258645503, 0.1138954880951603, 1.0308120842173583, 1.0718284269526765, 1.0518992235206202]","[1.839413069474319, 0.12552354258383522, 1.0718284269526765, 1.12261376963254, 1.0952088091765328]","[1.8806410583911395, 0.11103749687945652, 1.12261376963254, 1.1906088321013468, 1.1542220280600128]","[1.9974086236151665, 0.15639867198702515, 1.1906088321013468, 1.2979871550249238, 1.24102350830554]","[2.178336378149108, 0.18318161925352752, 1.2979871550249238, 2.0517811465999016, 1.439940211436654]"
12.0480,"[1.1347124847797652, 0.16769455789062113, 0.5451708106042688, 0.7156282292449069, 0.6594479965115018]","[1.3898634094886635, 0.1388990372482386, 0.7156282292449069, 0.7975995075997523, 0.7590775830991194]","[1.525850350308065, 0.11728211687226246, 0.7975995075997523, 0.8540020248650262, 0.8272135671740082]","[1.6101402083607963, 0.10747359208984586, 0.8540020248650262, 0.9020062706720076, 0.8792690946224576]","[1.6674667799385283, 0.11864972468576757, 0.9020062706720076, 0.945391257094504, 0.9242375223191979]","[1.7346751008695165, 0.12374673264146469, 0.945391257094504, 0.9845780552183938, 0.9649888528384412]","[1.793157738508183, 0.12025997060256241, 0.9845780552183938, 1.0312032540861238, 1.008302787229106]","[1.858946901958179, 0.13434316199258572, 1.0312032540861238, 1.072677231917732, 1.052554802892545]","[1.9124545222963591, 0.14549462082672326, 1.072677231917732, 1.1241826866872746, 1.0963992715078912]","[1.9531969622657837, 0.11836973614989378, 1.1241826866872746, 1.1931260536560397, 1.1564740356795027]","[2.065056512298622, 0.15700056227747813, 1.1931260536560397, 1.3036554424158722, 1.2443164020262374]","[2.2504606508912053, 0.17548691126922494, 1.3036554424158722, 2.069340546327994, 1.446791676650279]"
11.7910,"[1.1844246556094418, 0.17186184878701408, 0.5404627852845291, 0.7119700442102753, 0.655464055757814]","[1.439224421655073, 0.14307255164334887, 0.7119700442102753, 0.7948775943343018, 0.7558174628797135]","[1.5679232732587645, 0.1036609809826108, 0.7948775943343018, 0.8514985456200309, 0.8247665390535651]","[1.6595568254079345, 0.11867772437386036, 0.8514985456200309, 0.9005115513692096, 0.8774157934807058]","[1.7156186245192726, 0.12760873870810746, 0.9005115513692096, 0.9447332306258482, 0.9230325707971195]","[1.777902869423106, 0.13030291888499135, 0.9447332306258482, 0.9841045801627019, 0.9644056256534826]","[1.83932245981173, 0.12519826826881386, 0.9841045801627019, 1.0322044407283246, 1.0083029911168366]","[1.9060707919802562, 0.13436858898983717, 1.0322044407283246, 1.073571322382147, 1.0531283563070857]","[1.9580815044137876, 0.1368084995213496, 1.073571322382147, 1.1254035915776777, 1.0975375847594906]","[2.001493935662768, 0.12609253464123257, 1.1254035915776777, 1.1946482585412337, 1.1585609537081116]","[2.1288153035587745, 0.1754844513372105, 1.1946482585412337, 1.3080293227859143, 1.2476168295328105]","[2.3050321505685436, 0.1858811309382598, 1.3080293227859143, 2.0813758627052747, 1.452931181323927]"
11.5460,"[1.2263692204567325, 0.17030689082910355, 0.5355789208431232, 0.7083222707644383, 0.6515381024510163]","[1.4901558358648506, 0.1508644304829331, 0.7083222707644383, 0.7927272606703192, 0.7526144824169977]","[1.6247758847541778, 0.1167412494289837, 0.7927272606703192, 0.8490502492756314, 0.8223505158151929]","[1.7130938550955568, 0.11894887335019695, 0.8490502492756314, 0.899667397632037, 0.875560506160649]","[1.7681240912024692, 0.1250353294724343, 0.899667397632037, 0.944103073991904, 0.9218175716112718]","[1.8298304608238185, 0.1215952213793255, 0.944103073991904, 0.9843199846153272, 0.9638174525590093]","[1.888229542955274, 0.1304382411379011, 0.9843199846153272, 1.0324569347282877, 1.0082522238724205]","[1.9529648063441556, 0.13877198104745012, 1.0324569347282877, 1.074488009943671, 1.053661747855286]","[2.013336968719144, 0.15430737132994896, 1.074488009943671, 1.1266829990662266, 1.0986005589107186]","[2.0489656168056767, 0.12129198410462562, 1.1266829990662266, 1.196691300655548, 1.1605860830997665]","[2.182800657084946, 0.18745144138945827, 1.196691300655548, 1.3116445643240546, 1.2507932538184032]","[2.386324587985918, 0.20667765369271518, 1.3116445643240546, 2.1074047441324177, 1.4596150593219601]"
11.3130,"[1.2795927911587803, 0.17208779176635514, 0.5308308013749198, 0.7050630215889072, 0.6477259705035167]","[1.542562989434228, 0.1479578752169218, 0.7050630215889072, 0.7896214663620861, 0.7494632366458928]","[1.6801880750268252, 0.12385285602345605, 0.7896214663620861, 0.8463254722264235, 0.819979813552816]","[1.767904545090639, 0.13849205690154467, 0.8463254722264235, 0.8977293901938812, 0.873745711714339]","[1.820761747744308, 0.12375713290152475, 0.8977293901938812, 0.9435920048179895, 0.9205993821447506]","[1.8844427760032945, 0.13570921311496909, 0.9435920048179895, 0.9839281997819332, 0.9632575080528707]","[1.9446251900766856, 0.14041322832639597, 0.9839281997819332, 1.032488170174213, 1.008199339332534]","[2.0025327006349234, 0.1365550669441796, 1.032488170174213, 1.074625290803472, 1.0542069735975816]","[2.0647446417851585, 0.15121328349016175, 1.074625290803472, 1.1279339044731953, 1.099685896257374]","[2.1099198735709668, 0.13034195783861435, 1.1279339044731953, 1.1988309573625715, 1.162599118045619]","[2.2476440828768163, 0.19824341208555513, 1.1988309573625715, 1.3130426879832051, 1.2539794069232084]","[2.430836595932658, 0.20771968318374062, 1.3130426879832051, 2.125925272435843, 1.465878313138985]"
11.0900,"[1.3216744988894409, 0.16787265315084887, 0.5262372541446189, 0.7019573329284581, 0.6440760467567913]","[1.5851742991402913, 0.15376303383871293, 0.7019573329284581, 0.7865320011378776, 0.7464454144325442]","[1.717285188025554, 0.11655180191347927, 0.7865320011378776, 0.8449347347135243, 0.8176907833887981]","[1.8048937984759486, 0.11338391834750243, 0.8449347347135243, 0.8956285980998112, 0.8719364477598953]","[1.8676989382655516, 0.12359867534770062, 0.8956285980998112, 0.942509403757165, 0.9195239750495005]","[1.9299526772714741, 0.1254348437111236, 0.942509403757165, 0.9834317019027748, 0.9627727539820552]","[1.9876323698614542, 0.13852580793458752, 0.9834317019027748, 1.0322425614591528, 1.0081501124988548]","[2.0524807156940943, 0.1365515487433924, 1.0322425614591528, 1.0753264098544868, 1.0548335186694509]","[2.1077953269200504, 0.15715745162000636, 1.0753264098544868, 1.1297692627904863, 1.1008163622443061]","[2.157513755832296, 0.13414385402532417, 1.1297692627904863, 1.2019553307978574, 1.1646091908219374]","[2.2798400609355265, 0.19885760251606452, 1.2019553307978574, 1.3164593488237066, 1.2569808330251302]","[2.47577758933258, 0.1954376775035996, 1.3164593488237066, 2.1371040682459586, 1.4719011756531377]"
10.8770,"[1.3721633758015002, 0.209132479199977, 0.5217028488931053, 0.6986689825568304, 0.6405625778534335]","[1.6423427561992923, 0.197487564320765, 0.6986689825568304, 0.783960627523536, 0.7435456523769808]","[1.7515850520741951, 0.10231999510104008, 0.783960627523536, 0.8428581305506492, 0.8154846944769125]","[1.852242875639426, 0.13958200900557238, 0.8428581305506492, 0.8945926793831369, 0.8702069998409871]","[1.9020077894997376, 0.12159152214483673, 0.8945926793831369, 0.9409864011344748, 0.918431528274713]","[1.9577131723708727, 0.12264580846438924, 0.9409864011344748, 0.9829196822707175, 0.9622227393751702]","[2.0240477027859702, 0.13142139810672757, 0.9829196822707175, 1.03282850476763, 1.008131880158957]","[2.0823257345120854, 0.14562063312971746, 1.03282850476763, 1.0763388311032385, 1.0553087170690902]","[2.153076688922184, 0.16772275825296468, 1.0763388311032385, 1.1312451316335965, 1.1019606335857586]","[2.1901867356382247, 0.14027550764219474, 1.1312451316335965, 1.2040554695369374, 1.166396727680587]","[2.313342903845886, 0.1904950813313507, 1.2040554695369374, 1.3194159785037716, 1.2598601386933728]","[2.5035808938806023, 0.19792655965951209, 1.3194159785037716, 2.156364437475904, 1.4777697443610434]"
10.6730,"[1.412644488238391, 0.1713337152901154, 0.517083046339957, 0.6955229621007546, 0.6369023003794273]","[1.6781591022106401, 0.1430934052931051, 0.6955229621007546, 0.7816199255065384, 0.7404158653258558]","[1.8043771661266101, 0.10925782574326395, 0.7816199255065384, 0.8407111200516101, 0.8131040563474751]","[1.8962103712418945, 0.11771539542951635, 0.8407111200516101, 0.8935484336794269, 0.8682820033040229]","[1.9571720003836137, 0.13213172237651968, 0.8935484336794269, 0.9403698847873417, 0.9171604109678697]","[2.0164838968479444, 0.14003424876136425, 0.9403698847873417, 0.9823759760433434, 0.9615686186517712]","[2.0915921759570826, 0.15372138083916503, 0.9823759760433434, 1.0321330713423835, 1.0080081604926243]","[2.1455661257967025, 0.15015467600721458, 1.0321330713423835, 1.0765091038049024, 1.0556948098295438]","[2.2141562176875613, 0.1688022203824592, 1.0765091038049024, 1.1325398099412602, 1.1029634528093455]","[2.2684645016661267, 0.16538369416696397, 1.1325398099412602, 1.2059413254006182, 1.1682267582178782]","[2.3992818742457573, 0.19963817253221258, 1.2059413254006182, 1.3253332845262686, 1.2629520280096342]","[2.611463344823888, 0.20599636117551415, 1.3253332845262686, 2.1734152508420057, 1.4846066394800004]"
10.4780,"[1.4506626552406148, 0.16701129916913704, 0.5127759511349479, 0.6912371070189557, 0.6335082605475003]","[1.7173517004231393, 0.14564310919649587, 0.6912371070189557, 0.7797494157349694, 0.7375385240758874]","[1.8530053350138325, 0.11311768338609927, 0.7797494157349694, 0.8388675261861004, 0.810908594713215]","[1.9389393796167145, 0.12258864878257063, 0.8388675261861004, 0.8922988717701787, 0.8665841196533955]","[2.006377662686202, 0.13486052812332017, 0.8922988717701787, 0.9390311448241864, 0.9160790786513289]","[2.0677324543316846, 0.1426785904219357, 0.9390311448241864, 0.9825635754400025, 0.9610878306323499]","[2.1263216177318336, 0.13432010784242426, 0.9825635754400025, 1.0317896785727312, 1.0078667966392187]","[2.1875025022718293, 0.15156647244739735, 1.0317896785727312, 1.077015662759099, 1.0561145036392618]","[2.2455057912444034, 0.16903206149216132, 1.077015662759099, 1.1329902870861401, 1.103960994894602]","[2.2994724057044964, 0.18485423673640058, 1.1329902870861401, 1.2088498451296477, 1.1698596002601096]","[2.4285007112580104, 0.20791398170227285, 1.2088498451296477, 1.3295422409949307, 1.2657172855908694]","[2.655045215005753, 0.2415594723014832, 1.3295422409949307, 2.1948066772039216, 1.490884992301436]"
10.2900,"[1.4923148479976402, 0.1710059444690043, 0.5084973252166249, 0.6883606293725265, 0.6301132887942221]","[1.7651395085583526, 0.15054207834762276, 0.6883606293725265, 0.7774884815585351, 0.7346367034013882]","[1.8981598592692377, 0.1180923102851119, 0.7774884815585351, 0.8369988304293234, 0.8086237333168619]","[1.9880989267463351, 0.13763833941283474, 0.8369988304293234, 0.891420334100511, 0.8647944955709364]","[2.0411082011449873, 0.14859323128029706, 0.891420334100511, 0.9380014294471004, 0.914838275015922]","[2.108830955832041, 0.16690449230998353, 0.9380014294471004, 0.9827850250668769, 0.9604819928198921]","[2.171818739210343, 0.1615311337527171, 0.9827850250668769, 1.0321685601586876, 1.0076971377912847]","[2.243640158884539, 0.17070429702145437, 1.0321685601586876, 1.0774320186516055, 1.0565096148579731]","[2.2855890949075, 0.1729109511155228, 1.0774320186516055, 1.1341864942518294, 1.1049180204229416]","[2.3572895042805984, 0.17339074654479533, 1.1341864942518294, 1.2105887261635218, 1.17161957745125]","[2.5017097695126433, 0.23867428824532064, 1.2105887261635218, 1.333326544149793, 1.2687685658838508]","[2.7292107311120217, 0.2522051237933436, 1.333326544149793, 2.223000677707006, 1.4972899170220473]"
10.1100,"[1.5349729797687677, 0.1726782323030962, 0.5044231525111398, 0.6859209364191702, 0.6269078671551996]","[1.8020336712162317, 0.14251592928309653, 0.6859209364191702, 0.7745942111513968, 0.7318781388050538]","[1.9361089012374944, 0.11333658050681711, 0.7745942111513968, 0.8350846812987108, 0.8064962187521888]","[2.0294852249617685, 0.14452498544883144, 0.8350846812987108, 0.8906980106689575, 0.8631631816549896]","[2.0825023035982313, 0.1398167686712969, 0.8906980106689575, 0.9367147904687481, 0.9137842308919821]","[2.154318514901479, 0.15537628196930608, 0.9367147904687481, 0.9828310431808266, 0.9600890495863412]","[2.21766458106092, 0.16699712096185917, 0.9828310431808266, 1.0325653792712188, 1.0077122101951836]","[2.284828454056081, 0.18282100256398134, 1.0325653792712188, 1.0783514972454145, 1.05697046225025]","[2.328760958959197, 0.17354891901508254, 1.0783514972454145, 1.134637562006266, 1.1059155144348567]","[2.3862999555281994, 0.16417983897657548, 1.134637562006266, 1.21254215196459, 1.173276004860197]","[2.5389602326732983, 0.24324050111756793, 1.21254215196459, 1.3357669569302641, 1.271598016461064]","[2.7518031933419764, 0.2272412460517248, 1.3357669569302641, 2.239028913714245, 1.5025697023207525]"
9.9380,"[1.5804176048706684, 0.17919438230070864, 0.5004372444089892, 0.6825955709583268, 0.6236905622123908]","[1.8471125526896068, 0.15266103484029392, 0.6825955709583268, 0.7720117973459375, 0.7290997695676543]","[1.9673027017326485, 0.11737947327429316, 0.7720117973459375, 0.8334724165908856, 0.8042498826715826]","[2.073206574665132, 0.16059134446467835, 0.8334724165908856, 0.8891990846370403, 0.8614273629782507]","[2.112810936338371, 0.13024144247338124, 0.8891990846370403, 0.9356610039587678, 0.9125653247427759]","[2.182957089163381, 0.14082292626268247, 0.9356610039587678, 0.9826160675876565, 0.9594154537926907]","[2.267052878290846, 0.1858990075277459, 0.9826160675876565, 1.0327662741024706, 1.007583176275118]","[2.3252380455265347, 0.19619412760663194, 1.0327662741024706, 1.079315404072031, 1.0572712638102806]","[2.3754018075565, 0.19623101624469752, 1.079315404072031, 1.1360384005924538, 1.106991879815826]","[2.435742978835182, 0.18884221561800216, 1.1360384005924538, 1.214897331371193, 1.174953984216621]","[2.580056011231311, 0.25132956147051266, 1.214897331371193, 1.3391317495085573, 1.2742330376113646]","[2.8168844718001136, 0.25668359543998415, 1.3391317495085573, 2.27212070430128, 1.5092786176430604]"
9.7710,"[1.6075584230421454, 0.17683739155234773, 0.4966437365190347, 0.6797282573842109, 0.6206864516271935]","[1.8660082896639725, 0.15269146470246278, 0.6797282573842109, 0.7698531564811149, 0.7265682774371971]","[1.9946099136929933, 0.1300677200694781, 0.7698531564811149, 0.8312021534874748, 0.8022756148380095]","[2.0813514696978284, 0.13408781722918464, 0.8312021534874748, 0.8876382915732071, 0.8597647619916902]","[2.145763068299349, 0.15417216897456054, 0.8876382915732071, 0.934787032450299, 0.9115996983666549]","[2.2073507968574284, 0.18303771701099136, 0.934787032450299, 0.982433190472852, 0.9589817821340665]","[2.2823699501753474, 0.18255486719416136, 0.982433190472852, 1.0334798031133274, 1.0074109204381825]","[2.3451211025765932, 0.19607671720227407, 1.0334798031133274, 1.0802718553352109, 1.0575503809560651]","[2.411466104114752, 0.21427015318543885, 1.0802718553352109, 1.1377413401809813, 1.1079767787792312]","[2.4601016155046147, 0.18681883590624374, 1.1377413401809813, 1.2168256280926857, 1.1764353501277964]","[2.5987824528960406, 0.2687057124011781, 1.2168256280926857, 1.3423882325022525, 1.276736971602675]","[2.848436970509674, 0.2723339847242734, 1.3423882325022525, 2.2869657152777427, 1.5148263086968694]"
9.6110,"[1.661410125708718, 0.20767460519253436, 0.4926928610168632, 0.6765957160687849, 0.6174334665461453]","[1.9270400301622874, 0.19014935198580754, 0.6765957160687849, 0.7678038599783946, 0.7237649512655355]","[2.047420213476473, 0.13423622746472585, 0.7678038599783946, 0.8293409167919784, 0.8000063807944868]","[2.1460636987509076, 0.16088915149297028, 0.8293409167919784, 0.8862189979789092, 0.8579246032255443]","[2.2014775166289904, 0.1461202569354041, 0.8862189979789092, 0.9333103438115531, 0.9102459121795312]","[2.2580666851909825, 0.14432139196911942, 0.9333103438115531, 0.9819382359602031, 0.9582698980742953]","[2.3398921057961615, 0.18407016449436964, 0.9819382359602031, 1.0330979733931402, 1.0071828192520185]","[2.401176748441853, 0.18884809624076965, 1.0330979733931402, 1.0804160452472162, 1.0577242435571719]","[2.470052007964238, 0.19906986445774763, 1.0804160452472162, 1.1395087951195062, 1.108951462639223]","[2.518643157482801, 0.1984433710849124, 1.1395087951195062, 1.219277553421516, 1.1781729404204373]","[2.679592927258464, 0.24026768537470486, 1.219277553421516, 1.3471709868808974, 1.279720413751325]","[2.919399841892161, 0.23747675324185186, 1.3471709868808974, 2.2995514131018346, 1.5212065763821077]"
9.4570,"[1.699410913665759, 0.199744833103381, 0.4890898458707407, 0.6735776472517736, 0.6145036347637006]","[1.9621948626886405, 0.18140098865476084, 0.6735776472517736, 0.7650460579225093, 0.7212454662702793]","[2.0827991802691317, 0.12731479427432438, 0.7650460579225093, 0.8270185562317189, 0.7980295091291394]","[2.189994844533647, 0.18214780873911776, 0.8270185562317189, 0.8841632332245566, 0.8563976077090764]","[2.238342912986435, 0.16659725977379633, 0.8841632332245566, 0.9326815265972426, 0.9092380940784047]","[2.296591962772453, 0.1659344198284003, 0.9326815265972426, 0.9818888579058679, 0.9578675754235363]","[2.3771621892563632, 0.18802201472237332, 0.9818888579058679, 1.0336226616462711, 1.007197482287707]","[2.4395968774716845, 0.1968831221771282, 1.0336226616462711, 1.0805606203817009, 1.0581678863423822]","[2.5057754334677105, 0.2032950608250155, 1.0805606203817009, 1.1407229328260218, 1.1100298480200035]","[2.5539531487622456, 0.18702596931895518, 1.1407229328260218, 1.2211746446417502, 1.1797539981137024]","[2.6969304789748323, 0.2376844979548619, 1.2211746446417502, 1.3489359968340013, 1.282092608679644]","[2.9285934254171027, 0.24180943307273917, 1.3489359968340013, 2.3097263343491257, 1.5260289702244563]"
9.3080,"[1.7206393314683635, 0.17234154973590027, 0.4855703449028361, 0.671250923465667, 0.6115318855883346]","[1.975572761900073, 0.1483027349745895, 0.671250923465667, 0.7619525676119189, 0.718654685957808]","[2.1052243362527774, 0.11427772717435278, 0.7619525676119189, 0.8252949160115254, 0.7959293600674459]","[2.2063630650380666, 0.14383436784682252, 0.8252949160115254, 0.8831706064274504, 0.85467022670284]","[2.274161088954314, 0.1916378345099283, 0.8831706064274504, 0.931971944757238, 0.9081106884614735]","[2.3293604414084554, 0.16986104553195377, 0.931971944757238, 0.981479623808228, 0.9572992424187159]","[2.405985478047899, 0.1933967748380632, 0.981479623808228, 1.0329559828715178, 1.0070078055809994]","[2.4774573508701176, 0.20060608968564134, 1.0329559828715178, 1.0814895862399412, 1.0584624776744156]","[2.5438602839856546, 0.20804844544788556, 1.0814895862399412, 1.1426853971883517, 1.1110225218033603]","[2.615349492255935, 0.22172007253654968, 1.1426853971883517, 1.2224685180688752, 1.1814280259913668]","[2.751735439516054, 0.24965156628683477, 1.2224685180688752, 1.3531490556606667, 1.284923971774719]","[2.9696138671535808, 0.23118527223976412, 1.3531490556606667, 2.340606656025697, 1.531861845170525]"
9.1640,"[1.7590080381655404, 0.17375591076318547, 0.48199430426731715, 0.6682285035674261, 0.6085192518374016]","[2.0233547515895065, 0.15467234981904707, 0.6682285035674261, 0.7599388250861797, 0.7160237111381436]","[2.1632115106928502, 0.14092495450992307, 0.7599388250861797, 0.823376733059193, 0.7938045308146017]","[2.259094745537137, 0.1609470541571696, 0.823376733059193, 0.8818891328428276, 0.8529938548016943]","[2.319371555388939, 0.19173384743453023, 0.8818891328428276, 0.9310986121854343, 0.9068592633620522]","[2.376456000315303, 0.1659606697714216, 0.9310986121854343, 0.9816568713482805, 0.9566446382354745]","[2.4540653899404847, 0.20555842787698922, 0.9816568713482805, 1.033230328102135, 1.0066912285135994]","[2.5227326996390027, 0.21790290260302958, 1.033230328102135, 1.082326882721228, 1.058732710546226]","[2.583667360934225, 0.21740412626415825, 1.082326882721228, 1.1435949918880244, 1.1117819321241422]","[2.6554127760037147, 0.22233289882312512, 1.1435949918880244, 1.2260773732515164, 1.182828550306804]","[2.791878130744382, 0.27166425014789364, 1.2260773732515164, 1.3561342916387853, 1.2875091261486478]","[3.0349236030259696, 0.2408577411151936, 1.3561342916387853, 2.3431206907427944, 1.5384000690060617]"
9.0260,"[1.7886169025179632, 0.17694565634586545, 0.4786205002233101, 0.6650718860528839, 0.6057318895764349]","[2.0496244361538882, 0.1680663912720456, 0.6650718860528839, 0.7573218835996425, 0.7135946101454522]","[2.1735307860313746, 0.13965553437777267, 0.7573218835996425, 0.8209107700077904, 0.7917786685398425]","[2.266665848186569, 0.17387922758294636, 0.8209107700077904, 0.8799853448132875, 0.8513626805702021]","[2.3332948781793887, 0.1688133262855103, 0.8799853448132875, 0.9304293728290441, 0.905723081505256]","[2.398292917532147, 0.17928172003923637, 0.9304293728290441, 0.9810979701315902, 0.9560740002860081]","[2.4692425106900746, 0.1965242122667242, 0.9810979701315902, 1.0329964012467852, 1.006440473969337]","[2.5396820139268903, 0.21562667545084022, 1.0329964012467852, 1.0829891196788433, 1.0589118121751768]","[2.611175695076827, 0.22026411956178907, 1.0829891196788433, 1.144868639559087, 1.1128956155293992]","[2.685685619340674, 0.24480320534926217, 1.144868639559087, 1.2279616203620602, 1.1844096302616594]","[2.8270439698961396, 0.2598337581625879, 1.2279616203620602, 1.360090251495891, 1.2900979467197866]","[3.087491938816031, 0.27105539464496575, 1.360090251495891, 2.3853529068132118, 1.54424679949193]"
