,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11
8.8920,"[1.948697543952318, 0.18000798253950118, 0.5182862303779305, 0.7045076010856055, 0.6370026567919784]","[2.21695342438235, 0.15106956836440638, 0.7045076010856055, 0.7869331852223007, 0.7471620771803351]","[2.35271846430608, 0.14432731571627005, 0.7869331852223007, 0.8484912814612537, 0.819155627136467]","[2.4358721587000267, 0.190405636566035, 0.8484912814612537, 0.9022492446650934, 0.8759341928321394]","[2.4666348483447984, 0.15603825426803858, 0.9022492446650934, 0.9515947139971547, 0.9278277432100059]","[2.566729136045472, 0.21014916674687384, 0.9515947139971547, 0.9945984538239581, 0.9741726911168022]","[2.5973660403920973, 0.16537875025793528, 0.9945984538239581, 1.0338643703881538, 1.0145278117965866]","[2.682332484934255, 0.19872338582743615, 1.0338643703881538, 1.0823777604873168, 1.0588323056240048]","[2.74194179588402, 0.19677319861834333, 1.0823777604873168, 1.1313491774506528, 1.1064433724075668]","[2.8085063598311724, 0.21944215739045583, 1.1313491774506528, 1.200825615635842, 1.160171565457254]","[2.92520204802293, 0.22108376485601802, 1.200825615635842, 1.3118283129245112, 1.2462825503749948]","[3.0979077299231967, 0.22969752025397813, 1.3118283129245112, 2.35804163810895, 1.4717211152577165]"
8.7620,"[1.9688558007738237, 0.1637745396282744, 0.5157939269371505, 0.7021080919098036, 0.6343594170270762]","[2.20476224596117, 0.13135041633721853, 0.7021080919098036, 0.7850200125846839, 0.7448845664136525]","[2.34182917197017, 0.14268865751786422, 0.7850200125846839, 0.8460248710979044, 0.8173215759083058]","[2.4352751979213916, 0.19487367286609988, 0.8460248710979044, 0.9014671524538822, 0.8745853754436029]","[2.4843202468732946, 0.16175210999894848, 0.9014671524538822, 0.9508715654154423, 0.9268985944096577]","[2.5455163983201317, 0.18542885216313096, 0.9508715654154423, 0.9949748682218548, 0.9734642834097685]","[2.6264768510228995, 0.20579587385061737, 0.9949748682218548, 1.0346777277145056, 1.0145549198839168]","[2.7004367020217215, 0.20834794464501763, 1.0346777277145056, 1.0825114154692306, 1.0590399158607935]","[2.7903741707428953, 0.2407413718497997, 1.0825114154692306, 1.132746735771116, 1.1072883473918735]","[2.845050067093714, 0.23431593764156666, 1.132746735771116, 1.2030731420501006, 1.1613587521818836]","[2.9579541729263426, 0.2276052576984964, 1.2030731420501006, 1.3139532464480788, 1.2484555734196925]","[3.1620473977939487, 0.23991933042501518, 1.3139532464480788, 2.3724442278034097, 1.4777578212376945]"
8.6360,"[2.014343967119826, 0.17544258607144864, 0.5131725359678317, 0.6994740650117737, 0.6316669507770922]","[2.260517886663507, 0.12557084339862218, 0.6994740650117737, 0.783197091878571, 0.7426720741080451]","[2.3851385480287837, 0.13629029313517657, 0.783197091878571, 0.8451878746420757, 0.8155519901098953]","[2.4780752889975615, 0.1796099350794114, 0.8451878746420757, 0.8995672020732205, 0.8732291527651331]","[2.523240411743551, 0.1629677968699666, 0.8995672020732205, 0.9509983293210729, 0.9259869118810236]","[2.609989528375889, 0.19299395847855355, 0.9509983293210729, 0.9950766275964587, 0.9731615435688237]","[2.673433659380531, 0.21278771171242788, 0.9950766275964587, 1.0345869125765728, 1.014528057018099]","[2.733698319137213, 0.1947019678918321, 1.0345869125765728, 1.0825646017776724, 1.059436323302758]","[2.8008781167052823, 0.22156729039941175, 1.0825646017776724, 1.1333036908410838, 1.1078657499328266]","[2.8920660931390825, 0.24274686608564705, 1.1333036908410838, 1.2053377533972665, 1.1627142845694376]","[3.0131159899302586, 0.2191225104817221, 1.2053377533972665, 1.320536546649653, 1.2512328237528236]","[3.2179271417870203, 0.24709678017647796, 1.320536546649653, 2.420131286422774, 1.4830598539739825]"
8.5150,"[2.0495591126252317, 0.17966440470312237, 0.5094401355007588, 0.6966665933437451, 0.6290194638750185]","[2.2884712712852036, 0.14314907164956212, 0.6966665933437451, 0.781402696817052, 0.740432152455041]","[2.41918142067369, 0.15093639218957644, 0.781402696817052, 0.8446640417060778, 0.8137836954600722]","[2.5142223648980493, 0.19555331052760963, 0.8446640417060778, 0.8988000263962518, 0.8718922699183612]","[2.560785988981823, 0.17662726776240298, 0.8988000263962518, 0.9495549152020413, 0.9250808822112776]","[2.6542102771210514, 0.21299261782358805, 0.9495549152020413, 0.9951380743934362, 0.9728480733391028]","[2.7188830205830556, 0.20704863055157632, 0.9951380743934362, 1.0349496051560678, 1.0145903436746466]","[2.7865017440119972, 0.20246338127375052, 1.0349496051560678, 1.0830658366511956, 1.0598500644356779]","[2.85996552494826, 0.2135483735402496, 1.0830658366511956, 1.1324233958777854, 1.108670712372636]","[2.9162871743186174, 0.20729169173072615, 1.1324233958777854, 1.2069529486812873, 1.1638713610529376]","[3.052390710342621, 0.20621723710563128, 1.2069529486812873, 1.322882558676668, 1.2533585562160519]","[3.2733560142002585, 0.2526563042917387, 1.322882558676668, 2.4439402564835793, 1.488259424789266]"
8.3970,"[2.0729149215272873, 0.17174118683803036, 0.5058697625950815, 0.694286236992051, 0.626503615841687]","[2.3170658181283765, 0.15933616200339887, 0.694286236992051, 0.7796009613911618, 0.7383260157237117]","[2.438776673866405, 0.16848037362915602, 0.7796009613911618, 0.8422046693745563, 0.8120979955396355]","[2.5403432371482966, 0.19988305082496405, 0.8422046693745563, 0.8976350275405316, 0.8705619959933621]","[2.5804969695826334, 0.18749599418350327, 0.8976350275405316, 0.9486923997703978, 0.9241782787999478]","[2.6672664390345573, 0.21049960858216507, 0.9486923997703978, 0.9948704143003977, 0.9722591289019129]","[2.7400880337651596, 0.22816811526248598, 0.9948704143003977, 1.0351638326771102, 1.0145373059863374]","[2.8090879517438556, 0.22651369031969348, 1.0351638326771102, 1.0828317368569156, 1.0601320974028061]","[2.87135073125592, 0.24232261744655442, 1.0828317368569156, 1.132487072951351, 1.1089291672294586]","[2.931573478843879, 0.24352688547150622, 1.132487072951351, 1.208188812830604, 1.1650201929574948]","[3.0708209975514498, 0.23081737352589504, 1.208188812830604, 1.322722335833347, 1.2552775158858747]","[3.2833636492677756, 0.2685075759902255, 1.322722335833347, 2.4785249368448015, 1.4936447254846215]"
8.2830,"[2.109906598311966, 0.1786059895290436, 0.502209199172497, 0.6917119045900197, 0.6239095022792552]","[2.349999098238893, 0.141721752341852, 0.6917119045900197, 0.777176081779477, 0.7361042241191081]","[2.485807713003291, 0.16544244259243646, 0.777176081779477, 0.8399186492444009, 0.8104281829713303]","[2.580342199665779, 0.19837149015267616, 0.8399186492444009, 0.8971405439711729, 0.8692446436523611]","[2.6249107400202396, 0.17227436214887576, 0.8971405439711729, 0.9478699681160666, 0.9233035005587259]","[2.7069083095467956, 0.2006103131723957, 0.9478699681160666, 0.994996273047646, 0.9719044730346554]","[2.784439104389713, 0.2099095715802528, 0.994996273047646, 1.0360221570971315, 1.0145155764494243]","[2.8502618255660654, 0.2058140438544368, 1.0360221570971315, 1.083538917310376, 1.0605847656739127]","[2.9247653383356043, 0.2173031935706953, 1.083538917310376, 1.1341888862856568, 1.1098677477513856]","[2.9806376620272936, 0.2250511746069495, 1.1341888862856568, 1.2106560277641343, 1.16646310091141]","[3.11578464417385, 0.21568783250349385, 1.2106560277641343, 1.326744016613837, 1.2578252048273666]","[3.3319554247567194, 0.24231151154431377, 1.326744016613837, 2.501833359390259, 1.4988683501329363]"
8.1720,"[2.1236538299617616, 0.18045306854989718, 0.49885442687519704, 0.6896800457909232, 0.6215141511141952]","[2.3587771321883917, 0.15201799718263065, 0.6896800457909232, 0.7756925686021581, 0.7340698789521292]","[2.5079536178517996, 0.1709541826200805, 0.7756925686021581, 0.8383643167883488, 0.8088582579178332]","[2.6161230844136885, 0.22494292067721294, 0.8383643167883488, 0.8962315382228246, 0.8681436870058428]","[2.650427567928892, 0.18356712141549997, 0.8962315382228246, 0.9484711661280153, 0.9225719195177642]","[2.7289222810457354, 0.20711985212087888, 0.9484711661280153, 0.9945794399003466, 0.9714988457965229]","[2.804702018373836, 0.2040605633364589, 0.9945794399003466, 1.0364918420917186, 1.014524527563774]","[2.8826379300910676, 0.21196032969632686, 1.0364918420917186, 1.0836055925160748, 1.0609148733105824]","[2.946073918266373, 0.23104540005124496, 1.0836055925160748, 1.1349277485332316, 1.1102049156444909]","[3.0044859511529483, 0.21296953611638186, 1.1349277485332316, 1.2128053865315909, 1.1677210676529528]","[3.1315481944202124, 0.2299395175207506, 1.2128053865315909, 1.334458194225803, 1.2598135876406784]","[3.4014806569794103, 0.2758309563793252, 1.334458194225803, 2.5355159225952764, 1.504729615416821]"
8.0640,"[2.157340498251954, 0.17825581867631968, 0.495262925448823, 0.6871699293248504, 0.6189479315028588]","[2.4028613440243203, 0.14989114319996136, 0.6871699293248504, 0.7736413016582592, 0.7318836976732143]","[2.5424741622796327, 0.16956088040790313, 0.7736413016582592, 0.8371447885135694, 0.8070668920164129]","[2.637567621179827, 0.18919881168810024, 0.8371447885135694, 0.896429309290651, 0.8666187557754677]","[2.6881534846401762, 0.17733752237377592, 0.896429309290651, 0.9477061316918406, 0.9216238117795456]","[2.7720476976068125, 0.19261239456735238, 0.9477061316918406, 0.9944224760190365, 0.9710261788546255]","[2.856442104448499, 0.21731409750034036, 0.9944224760190365, 1.0359624615007643, 1.0146058995384]","[2.934106748658895, 0.20788000757056557, 1.0359624615007643, 1.084712630139031, 1.061324354985937]","[3.0137562837624072, 0.23637033997791798, 1.084712630139031, 1.1352403553401107, 1.1111963654711146]","[3.051130631781611, 0.20101897806913505, 1.1352403553401107, 1.2132302817170795, 1.169216231691577]","[3.171594887837829, 0.22784388046089485, 1.2132302817170795, 1.3344914721422958, 1.2620191115917951]","[3.404314487854575, 0.24313143129345022, 1.3344914721422958, 2.526351306345801, 1.5086778364160123]"
7.9600,"[2.1854429347028272, 0.1801755288607616, 0.49187265207588005, 0.6845637109553823, 0.6165323031351619]","[2.4649270393778955, 0.1789198850089507, 0.6845637109553823, 0.7726466454213763, 0.7299121581429778]","[2.602700154863892, 0.1828800066938564, 0.7726466454213763, 0.8354708793666099, 0.8055061951174263]","[2.6672486173918255, 0.18258142587680154, 0.8354708793666099, 0.8949716189199327, 0.8653005607409019]","[2.7244532525045244, 0.18806355775370148, 0.8949716189199327, 0.9476299805335502, 0.9208746625055383]","[2.8235075683909927, 0.20966506600019122, 0.9476299805335502, 0.9938082929992799, 0.9707549510162478]","[2.8715207319444267, 0.18889038865741342, 0.9938082929992799, 1.0362486248280391, 1.0144776207398074]","[2.9624009078571936, 0.20627424109747672, 1.0362486248280391, 1.0851303574002256, 1.0615657890814476]","[3.0227277104953814, 0.20505605016592793, 1.0851303574002256, 1.1373974039186798, 1.1117615982549136]","[3.1065960432550677, 0.20276109380762272, 1.1373974039186798, 1.2158069648182321, 1.1708665106475906]","[3.219389590003898, 0.19178024453733802, 1.2158069648182321, 1.3335809992276582, 1.2641880500065068]","[3.4345725432997303, 0.2681644029712576, 1.3335809992276582, 2.6054897016763654, 1.5144052663485736]"
7.8590,"[2.20674344952211, 0.16945814098266646, 0.4884857844132012, 0.6820605992829313, 0.6141089697856233]","[2.465144206942929, 0.17138944226846878, 0.6820605992829313, 0.7706648211156076, 0.7277441394462426]","[2.6204373352802453, 0.20416671626817723, 0.7706648211156076, 0.8335067501520632, 0.8038094303902718]","[2.7000345733281037, 0.23323718647988773, 0.8335067501520632, 0.8943598531971956, 0.8639229132851955]","[2.7606069654421703, 0.21445758303562468, 0.8943598531971956, 0.9466174475838578, 0.9199696422329484]","[2.8382474329641894, 0.21997492581868394, 0.9466174475838578, 0.9931344710781045, 0.9700677681939252]","[2.9004730927035536, 0.21742589225924178, 0.9931344710781045, 1.0368601015872823, 1.0143486566637323]","[2.9986405446695765, 0.23862731107393426, 1.0368601015872823, 1.08520125520688, 1.0618666293032102]","[3.0630329449736777, 0.25036485889953586, 1.08520125520688, 1.1370648360504263, 1.1119942083258822]","[3.1063480513118424, 0.2123261756104695, 1.1370648360504263, 1.2167534020017863, 1.1716923778583008]","[3.250186433673373, 0.22688119405597051, 1.2167534020017863, 1.337960584105781, 1.2661624081486298]","[3.495054624680029, 0.2679390083229972, 1.337960584105781, 2.5430854706922585, 1.5186632108069233]"
7.7600,"[2.2382511549940594, 0.17319000991051237, 0.4851915106428518, 0.6798035103478661, 0.6117888483658734]","[2.4920370068932516, 0.15988667421342154, 0.6798035103478661, 0.7688036952091747, 0.7256982890869632]","[2.64538994348835, 0.21335034640009432, 0.7688036952091747, 0.8310188451381791, 0.8020736031803362]","[2.7144642672660453, 0.19906720190494703, 0.8310188451381791, 0.8930336461088225, 0.862582592247375]","[2.78036970378507, 0.1993438065551616, 0.8930336461088225, 0.9464788242856794, 0.9190981597402473]","[2.83836523854138, 0.19633314813832786, 0.9464788242856794, 0.9933928065089189, 0.9694867986834391]","[2.9336017622954484, 0.2274155268075217, 0.9933928065089189, 1.0376539884345075, 1.014463964599828]","[3.017599474799804, 0.2247440173058933, 1.0376539884345075, 1.0857909547262679, 1.062114684513018]","[3.07357362046248, 0.21992292225815044, 1.0857909547262679, 1.1369451313087073, 1.1123667887072566]","[3.1393252902879754, 0.21425454624158732, 1.1369451313087073, 1.2189876245573976, 1.1730928520282644]","[3.2887606275170937, 0.20265716063432718, 1.2189876245573976, 1.3427146770604406, 1.2686935301401698]","[3.504649785089189, 0.24787323111797438, 1.3427146770604406, 2.6015422997881346, 1.523896508754293]"
7.6640,"[2.2927536552146566, 0.21608058765484647, 0.4819807284034119, 0.6780291821666103, 0.6094766939168201]","[2.5796138477898403, 0.19960459435524028, 0.6780291821666103, 0.7660028788706502, 0.7237564304022256]","[2.687056376684525, 0.19528366845101952, 0.7660028788706502, 0.8289768194549223, 0.8004972627605363]","[2.766556088842761, 0.21235160529354236, 0.8289768194549223, 0.8915511577626897, 0.8612545998988747]","[2.814670101147751, 0.19233151379418673, 0.8915511577626897, 0.9451058115033428, 0.9181907499236774]","[2.8860067985097877, 0.18727008149515337, 0.9451058115033428, 0.9924444097592559, 0.9690453093714495]","[2.9843056499823972, 0.23830972198056544, 0.9924444097592559, 1.0379094658770005, 1.0144333410727153]","[3.0639002305084158, 0.22259877642150763, 1.0379094658770005, 1.0880926108986644, 1.0624606465139743]","[3.119778811162956, 0.22666944441934442, 1.0880926108986644, 1.1388359578459342, 1.1131424415791291]","[3.196522559546, 0.24070418367023746, 1.1388359578459342, 1.2216904729903546, 1.1746347826559307]","[3.3399217118986755, 0.2244563657115698, 1.2216904729903546, 1.3464094687674328, 1.2711794133987089]","[3.5692799895359415, 0.28396014716437157, 1.3464094687674328, 2.6277578337943575, 1.5296331606499327]"
7.5700,"[2.2795623448825597, 0.17540748374061144, 0.4786389109417184, 0.6760898978547976, 0.6071149347032357]","[2.540216381445349, 0.16935654081644402, 0.6760898978547976, 0.7641518829139289, 0.7215846339166366]","[2.7045255624750215, 0.19964496641631388, 0.7641518829139289, 0.8275323643459498, 0.7987083899864654]","[2.7857981838075183, 0.2214381626369714, 0.8275323643459498, 0.8906937321262207, 0.8598399564165005]","[2.854009964492137, 0.22742928115639766, 0.8906937321262207, 0.9446332061936488, 0.9174417319688959]","[2.9080982871681478, 0.18437467489118847, 0.9446332061936488, 0.9921729848816111, 0.9685003955354197]","[3.0241173617347097, 0.288660739870797, 0.9921729848816111, 1.0376020955891914, 1.0145505882354118]","[3.0857593091614146, 0.22946291455658804, 1.0376020955891914, 1.0880263269855317, 1.0628090960731933]","[3.14412373050646, 0.24609874428249073, 1.0880263269855317, 1.139266570968311, 1.1137341628696253]","[3.216369203490125, 0.2561664815605708, 1.139266570968311, 1.2225140817674516, 1.1759422128412118]","[3.3436033458069145, 0.25910968415131064, 1.2225140817674516, 1.3487219140565214, 1.2728900957864007]","[3.5564341939728523, 0.25152462427064315, 1.3487219140565214, 2.633503601012345, 1.5331425728210497]"
7.4800,"[2.33042049133124, 0.19555801289994398, 0.47542801187923145, 0.6732976864291523, 0.604758736789695]","[2.5692035906788493, 0.175788466209134, 0.6732976864291523, 0.7613820821955856, 0.7193348593660256]","[2.720278338063173, 0.2327862515364047, 0.7613820821955856, 0.825704470489693, 0.7968581279756638]","[2.805990419526012, 0.2254711381865821, 0.825704470489693, 0.8898925285101918, 0.8583668298207114]","[2.8706320477007865, 0.22672676726191282, 0.8898925285101918, 0.9438075925142956, 0.9162536214986705]","[2.9341286038532712, 0.19414706077035876, 0.9438075925142956, 0.992380801422774, 0.9678442734605087]","[3.0467147574679556, 0.2696547825356981, 0.992380801422774, 1.0379438488549935, 1.014069355840362]","[3.114641339161889, 0.23742596575472244, 1.0379438488549935, 1.0879469753512128, 1.0627989309288413]","[3.1801260184945406, 0.2206581978636948, 1.0879469753512128, 1.1398729879088212, 1.1142826151002219]","[3.254828466437277, 0.26244415192401555, 1.1398729879088212, 1.223917023517432, 1.1768440144276644]","[3.3669736266551475, 0.2250482020729978, 1.223917023517432, 1.3505459371363404, 1.2751445888542767]","[3.620567096731866, 0.30261425149729326, 1.3505459371363404, 2.775558833933245, 1.5419974765640339]"
7.3910,"[2.3342705422218053, 0.1886456762852186, 0.4721979501028851, 0.6703492914754848, 0.6025125728970286]","[2.5864187531515017, 0.16837802209199193, 0.6703492914754848, 0.7589820341536454, 0.717378032074987]","[2.7517771657309886, 0.22631672797175223, 0.7589820341536454, 0.823150486542142, 0.7953181510434278]","[2.8359304083132475, 0.2124015292356817, 0.823150486542142, 0.8886036921198857, 0.8570678952773688]","[2.9224591411334337, 0.23969515638580516, 0.8886036921198857, 0.9429103644386153, 0.915627390233693]","[2.974656043167492, 0.20760538964280972, 0.9429103644386153, 0.9915926626642061, 0.9675083588584267]","[3.087954166990161, 0.2666648218682214, 0.9915926626642061, 1.0391264334822912, 1.0141509641687365]","[3.1486703594105308, 0.23397300128012033, 1.0391264334822912, 1.0892286164958844, 1.063099980816268]","[3.2317666675271424, 0.2379453020567277, 1.0892286164958844, 1.141213341336674, 1.115129281036916]","[3.294444841267988, 0.2516185935825461, 1.141213341336674, 1.2250555685388471, 1.1781622959679265]","[3.413967059724378, 0.24548304304206328, 1.2250555685388471, 1.3546796884168057, 1.2776618842705734]","[3.653811616192655, 0.2533198165429984, 1.3546796884168057, 2.6635977265430646, 1.543423335658776]"
7.3050,"[2.345682648719683, 0.17576080110196984, 0.46899992646262545, 0.6679948516520665, 0.6002631027981358]","[2.6050237440968793, 0.14131106743924796, 0.6679948516520665, 0.7569108668483272, 0.7152832956390685]","[2.781963851641546, 0.23158170401578257, 0.7569108668483272, 0.8215922926977753, 0.793742269366154]","[2.8825052274677865, 0.23407525772941087, 0.8215922926977753, 0.8878842236355707, 0.8558067824596671]","[2.936070695932026, 0.23647464738453838, 0.8878842236355707, 0.9425029195435268, 0.9146322268353358]","[3.001178434927675, 0.20354999943620794, 0.9425029195435268, 0.9906512411352707, 0.966977572652504]","[3.1018522301844316, 0.2646437405093015, 0.9906512411352707, 1.0387486170583293, 1.0139792530490068]","[3.177665698090876, 0.23515505555799848, 1.0387486170583293, 1.08889506984953, 1.0632719859970912]","[3.2706523463761825, 0.25055879694805205, 1.08889506984953, 1.1407859316051197, 1.1155362350650624]","[3.3221052599764356, 0.2205162646330404, 1.1407859316051197, 1.2269560941629618, 1.1794785825455956]","[3.454389248334831, 0.21366850503409754, 1.2269560941629618, 1.357953689015199, 1.2798265799723805]","[3.7065215089871515, 0.24696910945758374, 1.357953689015199, 2.686379195288925, 1.5503314575100067]"
